ID_SOLICITANTE,ID_EMPRESTIMO,ID_HISTORICO,ID_SOLICITANTE,IDADE_SOLICITANTE,SALARIO_ANUAL,SITUACAO_PROPRIEDADE,ANOS_TRABALHADOS,ID_EMPRESTIMO,MOTIVO,PONTUACAO,VALOR_TOTAL_EMPRESTIMO,TAXA_JUROS,POSSIBILIDADE_INADIMPLENCIA,RENDA_PERCENTUAL,ID_HISTORICO,HISTORICO_INADIMPLENTE,ANOS_CARTAO_CREDITO
ajwdNN6H-B2BW,RfoJciWL-2Syk,INl5yASW-qdgv,ajwdNN6H-B2BW,33,26100,Alugada,16,RfoJciWL-2Syk,Pessoal,B,5000,10.75,0,0.19,INl5yASW-qdgv,0,6
pQ9P1j4p-5wCa,ammx6XWX-ccW1,RsxPK9PD-Zfzh,pQ9P1j4p-5wCa,30,85000,Alugada,4,ammx6XWX-ccW1,"Melhora do lar",A,7000,8.9,0,0.08,RsxPK9PD-Zfzh,0,5
pHiZ5dKv-3oRm,U5jLt4Ie-v5po,DgRGmLvm-fb7v,pHiZ5dKv-3oRm,22,69108,Alugada,2,U5jLt4Ie-v5po,Pessoal,E,5400,15.95,1,0.08,DgRGmLvm-fb7v,1,2
HjOPA7rG-SKzo,RbbAtmBI-iTw5,X8DzWCJc-H0lF,HjOPA7rG-SKzo,32,79872,Hipotecada,4,RbbAtmBI-iTw5,"Pagamento de débitos",C,12000,12.68,0,0.15,X8DzWCJc-H0lF,0,10
zmGUQwGr-B6yf,FAumT5DX-mjvJ,PkLTgNLg-Xhwa,zmGUQwGr-B6yf,23,45300,Hipotecada,3,FAumT5DX-mjvJ,Educativo,D,5550,15.37,0,0.12,PkLTgNLg-Xhwa,1,3
m7l57MaM-AG21,vUrRYaXm-AcW7,3nibFuxG-xs4I,m7l57MaM-AG21,29,30000,Alugada,5,vUrRYaXm-AcW7,"Melhora do lar",B,8000,12.69,1,0.27,3nibFuxG-xs4I,0,6
bKmqdy38-X0UU,T2hfZ21M-tHL0,IFXqRzaJ-EREG,bKmqdy38-X0UU,27,54000,Hipotecada,6,T2hfZ21M-tHL0,Empreendimento,C,10000,14.27,1,0.19,IFXqRzaJ-EREG,0,10
EhF9jRZK-HmEC,2QX3eqOy-MeyY,CoB1lmDh-dP3L,EhF9jRZK-HmEC,23,77000,Hipotecada,7,2QX3eqOy-MeyY,Educativo,A,10000,7.88,0,0.13,CoB1lmDh-dP3L,0,4
Itbyogy0-iRkL,Cum82hal-UfkQ,Ywde7Hpq-breL,Itbyogy0-iRkL,26,38100,Hipotecada,6,Cum82hal-UfkQ,Empreendimento,A,3900,7.9,0,0.1,Ywde7Hpq-breL,0,3
5PQOzd3l-rpvU,79lqjAU8-HFWL,ttRfM5SN-SmL7,5PQOzd3l-rpvU,26,80000,Alugada,11,79lqjAU8-HFWL,Empreendimento,A,15000,8.49,0,0.19,ttRfM5SN-SmL7,0,2
FROg6cgS-qneI,yOitvFUd-5fjZ,LLrQ2Ttg-IajS,FROg6cgS-qneI,29,96000,Alugada,3,yOitvFUd-5fjZ,"Melhora do lar",B,6400,11.49,0,0.07,LLrQ2Ttg-IajS,0,8
r1LiUhn4-e2QN,xdaiD8YU-T1bb,CbYc4ol4-BUqu,r1LiUhn4-e2QN,26,68000,Hipotecada,2,xdaiD8YU-T1bb,Médico,A,3600,6.54,0,0.05,CbYc4ol4-BUqu,0,3
aesrq97G-ESND,K2mFAeIy-1JUH,DpCqesTF-BRLR,aesrq97G-ESND,36,105859,Própria,20,K2mFAeIy-1JUH,Empreendimento,B,12000,11.99,0,0.11,DpCqesTF-BRLR,0,15
Cws7ht7b-PzO0,kUYt6jCu-rGWg,76JfX67w-rqLs,Cws7ht7b-PzO0,28,34000,Alugada,0,kUYt6jCu-rGWg,Educativo,D,12000,14.61,1,0.35,76JfX67w-rqLs,1,8
S5U9RGZg-rBvN,nfB9x5wn-3I5o,KHaTeju2-v90T,S5U9RGZg-rBvN,24,50000,Alugada,1,nfB9x5wn-3I5o,Médico,B,18000,12.42,1,0.36,KHaTeju2-v90T,0,4
vn5c1zGW-z2fP,ZWyWZuqO-tIyv,Txu42ANK-X1ag,vn5c1zGW-z2fP,24,72000,Própria,8,ZWyWZuqO-tIyv,"Melhora do lar",A,9000,7.49,0,0.13,Txu42ANK-X1ag,0,4
exkRq7ic-167L,3qNcyw9n-mvTW,EveJkNqk-oNXY,exkRq7ic-167L,23,45000,Alugada,2,3qNcyw9n-mvTW,Educativo,B,9600,10.25,0,0.21,EveJkNqk-oNXY,0,2
QUcACBdQ-7lNs,UuNsF2og-FdiT,UqgkPDY1-2SNJ,QUcACBdQ-7lNs,50,19200,Alugada,2,UuNsF2og-FdiT,Educativo,F,4000,11.49,NULL,0.19,UqgkPDY1-2SNJ,0,9
1JAKxEAY-qEMF,350wkXlk-hzlW,Di8Gkm9Z-RDT3,1JAKxEAY-qEMF,27,19200,Própria,3,350wkXlk-hzlW,Pessoal,A,8000,8.9,1,0.42,Di8Gkm9Z-RDT3,0,8
hfhPDjvt-qE0q,fLwdWA2m-dAgQ,TjyecRlv-1n0p,hfhPDjvt-qE0q,23,45000,Hipotecada,7,fLwdWA2m-dAgQ,Empreendimento,B,14550,11.71,0,0.32,TjyecRlv-1n0p,0,4
cwOHjcW8-AcJ4,zNj11hlO-Owti,hohluAgF-eDEs,cwOHjcW8-AcJ4,47,41000,Alugada,2,zNj11hlO-Owti,Médico,C,10000,13.79,0,0.24,hohluAgF-eDEs,0,16
DlgUfNL1-R8Jp,xuWigd7k-uyir,Bjbp13Ej-JFIu,DlgUfNL1-R8Jp,24,54996,Alugada,7,xuWigd7k-uyir,Educativo,E,17500,17.19,1,0.32,Bjbp13Ej-JFIu,0,3
cYaSC2e1-gmeh,toPRbGNa-YX0N,kF81C8ov-7xAz,cYaSC2e1-gmeh,31,100000,Hipotecada,0,toPRbGNa-YX0N,"Melhora do lar",A,15000,9.63,0,0.15,kF81C8ov-7xAz,0,5
wJFepp6k-tOBp,tdYMLIqH-cCZ1,MvxhCQau-hTmt,wJFepp6k-tOBp,24,140000,Hipotecada,7,tdYMLIqH-cCZ1,"Melhora do lar",A,20000,6.54,0,0.14,MvxhCQau-hTmt,0,4
BfPcct5n-bO8h,TF7j4U0u-UJgn,ADlOKTXl-ovx6,BfPcct5n-bO8h,30,43992,Alugada,2,TF7j4U0u-UJgn,Pessoal,D,15000,13.24,1,0.34,ADlOKTXl-ovx6,0,7
Oh3ogf8o-Raj1,3XDrBQO2-RqJz,j4B7Cs1R-pnO8,Oh3ogf8o-Raj1,24,33321,Própria,4,3XDrBQO2-RqJz,Empreendimento,C,12250,13.11,0,0.37,j4B7Cs1R-pnO8,1,4
Ibs3QdnI-4wEd,yBQfKezZ-Jxf8,F438rDun-q2aT,Ibs3QdnI-4wEd,28,52000,Alugada,2,yBQfKezZ-Jxf8,Pessoal,B,10000,12.69,0,0.19,F438rDun-q2aT,0,7
r2PceEjA-t6TX,q0FCZ0BU-iXCE,o6e79WD2-BvRU,r2PceEjA-t6TX,22,19200,Hipotecada,3,q0FCZ0BU-iXCE,Médico,D,5000,15.33,1,0.26,o6e79WD2-BvRU,0,3
SQZkulbY-odHn,ptO36jFM-BvS1,JSOnlTcf-g2Pi,SQZkulbY-odHn,42,50426,Alugada,0,ptO36jFM-BvS1,Médico,A,4200,7.49,0,0.08,JSOnlTcf-g2Pi,0,14
cYYNiNKz-fZY6,giyZvDWq-N8kW,v6EIFId1-Fkkn,cYYNiNKz-fZY6,28,65000,Alugada,12,giyZvDWq-N8kW,Empreendimento,D,10000,14.96,0,0.15,v6EIFId1-Fkkn,1,6
zolB8r2r-v1m1,MiwALAxN-C3hR,OJKcIPJD-oCz2,zolB8r2r-v1m1,28,30000,Alugada,0,MiwALAxN-C3hR,"Pagamento de débitos",A,10000,9.32,1,0.33,OJKcIPJD-oCz2,0,7
URzu9hWn-EvkE,7G6k1dIQ-hPzi,E3DAsELu-USzK,URzu9hWn-EvkE,27,40000,Alugada,4,7G6k1dIQ-hPzi,Educativo,A,2500,6.99,0,0.06,E3DAsELu-USzK,0,5
mpBJhHKt-YYj3,LZY2DGL2-JtLD,Ys5qoWR2-32vB,mpBJhHKt-YYj3,34,30857,Alugada,6,LZY2DGL2-JtLD,Empreendimento,C,3000,13.06,1,0.1,Ys5qoWR2-32vB,0,9
ZTpayR92-ATrq,uvJGT2B0-dgkm,nDyhdxe2-4B7p,ZTpayR92-ATrq,25,77700,Alugada,2,uvJGT2B0-dgkm,"Melhora do lar",B,14000,10.99,0,0.18,nDyhdxe2-4B7p,0,2
rL9tHI0B-3OBz,ezDXg09m-hq9Q,1JBgHNc1-Mj94,rL9tHI0B-3OBz,26,52000,Hipotecada,2,ezDXg09m-hq9Q,Educativo,A,6000,8.9,0,0.12,1JBgHNc1-Mj94,0,4
08iwXXZl-5U5x,rt6WwqJk-oKBb,0fjRt43G-M74x,08iwXXZl-5U5x,22,14400,Própria,0,rt6WwqJk-oKBb,Pessoal,B,2100,11.14,0,0.15,0fjRt43G-M74x,0,4
6ou1r6Op-GGUE,yvssWcmx-84BA,i63mMltm-jmzR,6ou1r6Op-GGUE,24,43000,Alugada,8,yvssWcmx-84BA,Empreendimento,B,4000,12.69,0,0.09,i63mMltm-jmzR,0,2
5dr3jv3S-v928,vLdPYZGq-WRPu,pv6FYjPJ-f64q,5dr3jv3S-v928,25,68000,Hipotecada,2,vLdPYZGq-WRPu,Empreendimento,C,6500,12.99,0,0.1,pv6FYjPJ-f64q,1,3
l3QGGZkb-LFWG,PUBRNSZJ-uI1E,f7UT9RZt-DgEZ,l3QGGZkb-LFWG,24,91000,Hipotecada,8,PUBRNSZJ-uI1E,Empreendimento,A,7000,8,0,0.08,f7UT9RZt-DgEZ,0,3
k6PFhK7p-NWQE,vFLl1cpY-kuCo,6KzjLwxH-8yRF,k6PFhK7p-NWQE,26,80000,Hipotecada,10,vFLl1cpY-kuCo,Pessoal,B,25000,10.62,0,0.31,6KzjLwxH-8yRF,0,4
XFdS0YRd-Z0nL,OPjjozcT-07Jg,fJby9vDD-oyv3,XFdS0YRd-Z0nL,23,42000,Hipotecada,7,OPjjozcT-07Jg,Empreendimento,A,8000,5.42,0,0.19,fJby9vDD-oyv3,0,3
w1pW3mYx-5smS,Ugit5cSh-FxWC,PUtZ7hym-wfII,w1pW3mYx-5smS,25,55784,Alugada,2,Ugit5cSh-FxWC,"Pagamento de débitos",C,18500,13.61,1,0.33,PUtZ7hym-wfII,0,3
ImYQ7vi9-KJax,ktFk0vQT-OmTf,eYDm6zXn-yNMj,ImYQ7vi9-KJax,27,30000,Alugada,0,ktFk0vQT-OmTf,Médico,C,5600,13.49,0,0.19,eYDm6zXn-yNMj,0,10
6Z9F4Zqg-2kEY,oSCd2uDe-4vEZ,XifqoFij-1LH4,6Z9F4Zqg-2kEY,27,140987,Hipotecada,5,oSCd2uDe-4vEZ,Empreendimento,A,6450,5.99,0,0.05,XifqoFij-1LH4,0,6
u9idgem7-jBsj,WFOEzntX-r0Os,vbiQkU1D-6hk6,u9idgem7-jBsj,22,50000,Alugada,6,WFOEzntX-r0Os,Educativo,B,10000,10.99,0,0.2,vbiQkU1D-6hk6,0,2
royHbRAz-Tp6x,lmvqQDfD-ACBo,oYlzgyM7-C9vj,royHbRAz-Tp6x,26,38000,Alugada,4,lmvqQDfD-ACBo,Médico,B,8000,12.69,0,0.21,oYlzgyM7-C9vj,0,4
B1bnjGEm-ZyTG,cWLuBrHJ-Isz7,wQxu0W9i-oZnS,B1bnjGEm-ZyTG,23,15600,Alugada,3,cWLuBrHJ-Isz7,Educativo,B,2500,10.65,1,0.16,wQxu0W9i-oZnS,0,2
EWYCvolO-0Uom,F4315PkF-ueyz,qSjhRvOd-ilyL,EWYCvolO-0Uom,23,55200,Hipotecada,7,F4315PkF-ueyz,Educativo,B,4000,10.08,0,0.07,qSjhRvOd-ilyL,0,4
k3oketXN-Rsb6,xAv3Yx2o-huqZ,dCXb3oGb-Ruzg,k3oketXN-Rsb6,25,80208,Hipotecada,NULL,xAv3Yx2o-huqZ,Médico,A,20000,12.21,1,NULL,dCXb3oGb-Ruzg,0,4
zu1zFdWo-1Lwh,M3FzNd10-9lK2,yPevPKjd-MNcl,zu1zFdWo-1Lwh,26,52800,Alugada,3,M3FzNd10-9lK2,"Pagamento de débitos",D,4600,15.62,1,0.09,yPevPKjd-MNcl,1,4
5avrDHQu-KTgc,MB5OxjyN-5k1i,FPHJiYgO-5kEP,5avrDHQu-KTgc,27,150000,Hipotecada,1,MB5OxjyN-5k1i,Empreendimento,B,12000,11.89,0,0.08,FPHJiYgO-5kEP,0,5
67cTnX93-xghL,uzJ92nLi-S0Ih,9ZJ1cIiI-ssQ5,67cTnX93-xghL,28,300000,Hipotecada,12,uzJ92nLi-S0Ih,Educativo,C,10125,15.23,0,0.03,9ZJ1cIiI-ssQ5,0,6
NxXHx7s5-m0CR,HF30fM0P-yKSX,Ngwc8sy1-xlpm,NxXHx7s5-m0CR,33,45000,Hipotecada,3,HF30fM0P-yKSX,Educativo,D,8000,16.49,1,0.18,Ngwc8sy1-xlpm,0,7
kb1N815F-B7JI,WL9LDTZ5-NSOf,au1yNA7Y-JDZr,kb1N815F-B7JI,29,66000,Alugada,0,WL9LDTZ5-NSOf,"Pagamento de débitos",D,3150,15.62,1,0.05,au1yNA7Y-JDZr,1,8
vx4OEcOG-DCfF,j5lUL0R8-FYOj,y63cCz8a-3lnS,vx4OEcOG-DCfF,26,75000,Hipotecada,6,j5lUL0R8-FYOj,Educativo,A,5000,7.66,0,0.07,y63cCz8a-3lnS,0,2
eJWJHGY0-9Qps,mh7ugpFN-Ysb7,BjpG47h8-9Slr,eJWJHGY0-9Qps,21,63000,Hipotecada,5,mh7ugpFN-Ysb7,"Pagamento de débitos",B,11200,10.99,0,0.18,BjpG47h8-9Slr,0,4
9Gbo6GjU-I4vH,8g7OWEJO-Du7T,FpZNX7aC-n4LP,9Gbo6GjU-I4vH,24,25000,Alugada,0,8g7OWEJO-Du7T,"Melhora do lar",B,8500,12.21,1,0.34,FpZNX7aC-n4LP,0,2
w5ZxPDKX-IfdS,7XvCuqdu-WA8Y,911zjUr9-sipn,w5ZxPDKX-IfdS,52,85000,Alugada,1,7XvCuqdu-WA8Y,"Pagamento de débitos",B,11000,12.42,0,0.13,911zjUr9-sipn,0,25
8ISKXl0c-Mjuh,uaEQYrGb-txt7,kmjtLQtS-mki9,8ISKXl0c-Mjuh,24,53800,Hipotecada,4,uaEQYrGb-txt7,"Pagamento de débitos",B,6000,10.99,0,0.11,kmjtLQtS-mki9,0,2
6bPxUYo8-YaTk,svfXDBp1-Uof3,BGoHQC9t-92m4,6bPxUYo8-YaTk,21,50000,Hipotecada,5,svfXDBp1-Uof3,Pessoal,B,7000,10.59,0,0.14,BGoHQC9t-92m4,0,3
nCrqwBAi-Uobe,r3mWzX95-SY3R,W2R88aAj-mFFw,nCrqwBAi-Uobe,22,39600,Hipotecada,6,r3mWzX95-SY3R,"Pagamento de débitos",C,4650,10.28,1,0.12,W2R88aAj-mFFw,0,4
58IjL8Pp-TvJi,BCGCC4wF-jygp,oKDoKHYn-3HK1,58IjL8Pp-TvJi,22,50400,Hipotecada,6,BCGCC4wF-jygp,Educativo,D,12000,14.09,0,0.24,oKDoKHYn-3HK1,0,2
b4yfMTJS-ps7z,T1BsQPvk-9jcl,isy1Pt1Y-28ez,b4yfMTJS-ps7z,27,78000,Hipotecada,1,T1BsQPvk-9jcl,Empreendimento,A,5125,8.59,0,0.07,isy1Pt1Y-28ez,0,8
5GG2Ympx-iB1F,kbZzUPKQ-z537,9zWa18vI-Kwpb,5GG2Ympx-iB1F,28,36000,Alugada,3,kbZzUPKQ-z537,Médico,D,9600,14.61,1,0.27,9zWa18vI-Kwpb,1,10
vlxk8MY5-7hWa,Xc1B093a-OZOR,tUAH2RvY-efph,vlxk8MY5-7hWa,30,49000,Própria,3,Xc1B093a-OZOR,Médico,A,3500,6.99,0,0.07,tUAH2RvY-efph,0,5
S0wf93Z5-SUzN,jgWhZaoz-tn6J,MPK8r2Gw-Zl3F,S0wf93Z5-SUzN,36,36000,Alugada,3,jgWhZaoz-tn6J,Educativo,B,2500,9.76,0,0.07,MPK8r2Gw-Zl3F,0,15
jtErxuwk-BXE2,Onap9tOx-irYg,9DyDrvkw-PxUJ,jtErxuwk-BXE2,34,29000,Alugada,0,Onap9tOx-irYg,"Melhora do lar",A,10800,9.63,1,0.37,9DyDrvkw-PxUJ,0,10
NjziCwPI-F0h0,cXJCPpl0-g1Ra,0jTwcDNx-bWbR,NjziCwPI-F0h0,24,80000,Alugada,3,cXJCPpl0-g1Ra,Empreendimento,C,20000,13.06,0,0.25,0jTwcDNx-bWbR,0,4
AJq6iu4q-f4DT,SjsLRL46-1Pt0,LRbTPOyw-43o0,AJq6iu4q-f4DT,22,56755,Alugada,5,SjsLRL46-1Pt0,Educativo,B,12000,10.99,0,0.21,LRbTPOyw-43o0,0,2
62txys4D-i61f,Mc21oOJ5-IFxp,Et3FZbet-6cQ6,62txys4D-i61f,28,87600,Própria,12,Mc21oOJ5-IFxp,Empreendimento,C,12000,12.99,0,0.14,Et3FZbet-6cQ6,0,6
KLj4NtPs-gvRF,QZJEqT3k-FMNj,uzjAOx1r-ienZ,KLj4NtPs-gvRF,24,70000,Hipotecada,8,QZJEqT3k-FMNj,"Pagamento de débitos",B,25000,9.62,0,0.36,uzjAOx1r-ienZ,0,4
6Fd1BN2B-F9lv,BxY8YcRE-vco3,fwg81d9c-AuRt,6Fd1BN2B-F9lv,37,27052,Alugada,2,BxY8YcRE-vco3,Empreendimento,B,6000,10.37,0,0.22,fwg81d9c-AuRt,0,12
7bHEWby8-pWIG,h1NZkcSL-wmt0,2OJZ9i7r-vGR7,7bHEWby8-pWIG,28,55000,Alugada,1,h1NZkcSL-wmt0,Médico,A,10000,9.32,0,0.18,2OJZ9i7r-vGR7,0,8
QJplwbO1-gWzj,edk1hOiZ-WgEu,LgYOdlmi-gTrF,QJplwbO1-gWzj,26,37800,Hipotecada,10,edk1hOiZ-WgEu,"Melhora do lar",D,NULL,9.99,0,0.27,LgYOdlmi-gTrF,NULL,27
06OeH5Z1-h0tr,HpNpSsXM-YpJK,Cc9F0hne-qo5M,06OeH5Z1-h0tr,24,205000,Hipotecada,2,HpNpSsXM-YpJK,Médico,B,11000,10.99,0,0.05,Cc9F0hne-qo5M,0,4
g74d0sRT-AjyM,BAABXaRr-lWx4,vBrRIytG-f6bE,g74d0sRT-AjyM,33,70000,Própria,17,BAABXaRr-lWx4,Empreendimento,A,24000,7.49,0,0.34,vBrRIytG-f6bE,0,6
j5ekmDuP-l78H,j5YhTOUw-oJeK,aNPAJktU-9tHv,j5ekmDuP-l78H,23,75000,Alugada,7,j5YhTOUw-oJeK,Educativo,C,NULL,NULL,0,0.05,aNPAJktU-9tHv,0,2
17YEvZ5v-imGn,8aLFoCeO-htZj,YNxGPR04-G8iR,17YEvZ5v-imGn,25,100000,Hipotecada,9,8aLFoCeO-htZj,Médico,C,15000,12.73,0,0.15,YNxGPR04-G8iR,1,4
8MRKyFBl-trlH,6QsNwmb8-mgoe,fTPLv2my-BiDl,8MRKyFBl-trlH,26,35000,Hipotecada,NULL,6QsNwmb8-mgoe,"Melhora do lar",,15000,10,0,0.29,fTPLv2my-BiDl,0,2
rZzXRrNq-PN8b,3BQpg2p6-pN16,SgZQkPXk-zAa3,rZzXRrNq-PN8b,27,49000,Alugada,0,3BQpg2p6-pN16,Médico,B,11000,NULL,0,0.22,SgZQkPXk-zAa3,0,10
SMzedmgi-F81d,4NvYxH0L-8FG4,c6vtBmKU-z002,SMzedmgi-F81d,27,95000,Hipotecada,11,4NvYxH0L-8FG4,Empreendimento,C,18000,13.48,0,0.19,c6vtBmKU-z002,0,5
0MqE7X1a-swNv,2cuUAWWM-fmOU,za1rKP7r-kDvO,0MqE7X1a-swNv,37,205000,Hipotecada,3,2cuUAWWM-fmOU,Educativo,B,NULL,NULL,0,NULL,za1rKP7r-kDvO,0,4
dmuz1uSZ-Fh1S,dLxSq9TC-YOJf,pqnS6Mp6-gCWu,dmuz1uSZ-Fh1S,22,44000,Alugada,0,dLxSq9TC-YOJf,Médico,D,12250,15.99,1,0.28,pqnS6Mp6-gCWu,1,2
gL1TqLaR-mvAH,JWqJjRKj-mSKi,tOCfbc4J-ggl4,gL1TqLaR-mvAH,42,38000,Alugada,3,JWqJjRKj-mSKi,Médico,E,3000,17.56,1,0.08,tOCfbc4J-ggl4,0,15
D8NyK82Q-GoRh,CwODpUFl-Mf5F,zcpDC9cC-6f8p,D8NyK82Q-GoRh,23,22080,Hipotecada,3,CwODpUFl-Mf5F,Educativo,A,6700,NULL,0,0.3,zcpDC9cC-6f8p,0,4
T2vOj492-5JPp,YGxBKcwl-CA3L,mhoQeNxJ-F86K,T2vOj492-5JPp,27,60000,Alugada,2,YGxBKcwl-CA3L,"Melhora do lar",B,8800,11.36,0,0.15,mhoQeNxJ-F86K,0,10
SBnazpsK-OQJb,EhKjNhCc-RoLa,dKQoI5Ls-jYmG,SBnazpsK-OQJb,23,110000,Alugada,5,EhKjNhCc-RoLa,"Pagamento de débitos",A,10000,7.88,0,0.09,dKQoI5Ls-jYmG,0,2
Ji2WIMdW-ZwjA,CYuFDHp4-FNey,MZSP0QhY-qlBF,Ji2WIMdW-ZwjA,31,82000,Hipotecada,15,CYuFDHp4-FNey,"Pagamento de débitos",A,9000,5.42,0,0.11,MZSP0QhY-qlBF,0,10
w6yI0szK-lvZH,BT3up2GO-tdCz,8og53GXX-Fe7S,w6yI0szK-lvZH,21,24396,Hipotecada,2,BT3up2GO-tdCz,Empreendimento,D,4000,15.05,0,0.16,8og53GXX-Fe7S,0,4
DpKqNmUB-UwR3,kxyEiFiJ-K5nb,S7EMuoez-ezUA,DpKqNmUB-UwR3,36,76800,Hipotecada,18,kxyEiFiJ-K5nb,Pessoal,A,6200,5.99,0,0.08,S7EMuoez-ezUA,0,17
YsKOFrQB-hdLe,9i0FIp3M-0HD8,T07BRvya-lZ4Z,YsKOFrQB-hdLe,25,60000,Hipotecada,5,9i0FIp3M-0HD8,"Melhora do lar",C,8000,14.27,1,0.13,T07BRvya-lZ4Z,0,3
r3AjYt6B-MLgW,vGeDRghf-nJK0,kA9KJ9zo-8dGl,r3AjYt6B-MLgW,25,29000,Alugada,9,vGeDRghf-nJK0,Pessoal,A,11000,8.49,1,0.38,kA9KJ9zo-8dGl,0,2
Ev27vzuZ-AhpU,roReTgpl-p2eO,2MKRCQYp-fmFR,Ev27vzuZ-AhpU,35,80000,Alugada,19,roReTgpl-p2eO,Empreendimento,D,25000,14.09,1,0.31,2MKRCQYp-fmFR,1,10
1SRi5utX-a2jn,LciM0ZQ7-fK9R,CdHmdoc4-lW0W,1SRi5utX-a2jn,37,80000,Hipotecada,18,LciM0ZQ7-fK9R,Médico,B,20000,11.83,0,0.25,CdHmdoc4-lW0W,0,13
sxbJEZMa-ahOl,EQQTgoHj-LTkJ,Fizz223A-2jLg,sxbJEZMa-ahOl,23,120000,Alugada,7,EQQTgoHj-LTkJ,Educativo,B,25000,9.99,0,0.21,Fizz223A-2jLg,0,2
4O4LqTmH-3Qwb,bMAUISBh-cczH,prpka2z2-fEk6,4O4LqTmH-3Qwb,31,45000,Alugada,4,bMAUISBh-cczH,Educativo,B,10000,10.65,0,0.22,prpka2z2-fEk6,0,5
Tq2ZIkcP-bgTP,BmARemM0-BoIl,urcAPppW-uB9K,Tq2ZIkcP-bgTP,26,45000,Alugada,10,BmARemM0-BoIl,Pessoal,D,11000,14.61,0,0.24,urcAPppW-uB9K,0,2
F6A3W6vF-uash,QjmCoqEG-4bKE,ZdrXsT2r-KeB0,F6A3W6vF-uash,30,42000,Alugada,0,QjmCoqEG-4bKE,Empreendimento,B,1850,11.99,0,0.04,ZdrXsT2r-KeB0,0,5
TIYXWb0B-ip4m,A5NqnA0B-hDPn,9a0DvCqc-DZwD,TIYXWb0B-ip4m,26,90000,Alugada,8,A5NqnA0B-hDPn,Pessoal,C,7000,13.49,0,0.08,9a0DvCqc-DZwD,1,3
vglEfNpz-h2Ap,Cj0bqfSz-HdXs,4IYaMRDq-Kj0T,vglEfNpz-h2Ap,30,51000,Alugada,14,Cj0bqfSz-HdXs,Pessoal,B,4800,12.69,0,0.09,4IYaMRDq-Kj0T,0,10
2Uf9WvOv-H7Th,6lKBKp62-AJK9,oZmwUxXi-eXS8,2Uf9WvOv-H7Th,23,28284,Alugada,8,6lKBKp62-AJK9,Empreendimento,A,6000,7.66,0,0.21,oZmwUxXi-eXS8,0,4
v4ZSs1bw-7hoC,AecB55kv-bpkz,WKKOF7tb-9UvN,v4ZSs1bw-7hoC,22,100000,Alugada,3,AecB55kv-bpkz,Empreendimento,B,10000,10.65,0,0.1,WKKOF7tb-9UvN,0,2
KwbJ5tSN-HB10,2iUUcEn2-jUYb,EGxXxltO-IwRq,KwbJ5tSN-HB10,28,75000,Hipotecada,5,2iUUcEn2-jUYb,Empreendimento,B,10000,12.21,0,0.13,EGxXxltO-IwRq,0,5
zGrYtsye-5rJI,lGdCw51a-PCJh,5BfH0q9D-jsTT,zGrYtsye-5rJI,38,60000,Hipotecada,NULL,lGdCw51a-PCJh,,A,7000,NULL,0,0.18,5BfH0q9D-jsTT,0,6
da8NqLst-rJfo,QgtSQGoR-N5CZ,xxiFPfIi-xHQL,da8NqLst-rJfo,24,87550,Hipotecada,5,QgtSQGoR-N5CZ,Educativo,B,3600,11.86,0,0.04,xxiFPfIi-xHQL,0,4
FOYy4RZR-daPB,fx4kgnKj-qqL5,Wo0BDb3x-KjxG,FOYy4RZR-daPB,25,30000,Própria,0,fx4kgnKj-qqL5,Pessoal,A,3425,6.17,0,0.11,Wo0BDb3x-KjxG,0,2
F8dcE07I-JSyn,ujUEkIBx-qq7C,UowSa7cN-Njmb,F8dcE07I-JSyn,25,52000,Alugada,1,ujUEkIBx-qq7C,Educativo,B,20000,11.36,1,0.38,UowSa7cN-Njmb,0,4
cNhUkJZ7-aind,eS2MNMHS-m1SC,TKNwQwzq-S1El,cNhUkJZ7-aind,25,66300,Hipotecada,6,eS2MNMHS-m1SC,Médico,C,20000,15.27,1,0.26,TKNwQwzq-S1El,0,4
ozD0Xtmh-bPoU,g1jnWfCk-iyNa,WZXnNBHn-SQxH,ozD0Xtmh-bPoU,29,39996,Alugada,0,g1jnWfCk-iyNa,Pessoal,C,4000,NULL,0,0.1,WZXnNBHn-SQxH,1,8
0MKXeGXU-3Zgq,aFLodCyu-mMSK,lRZ2vzMh-Xo8o,0MKXeGXU-3Zgq,25,67000,Hipotecada,9,aFLodCyu-mMSK,Pessoal,C,25000,10.91,1,0.37,lRZ2vzMh-Xo8o,0,3
0hM1SHZE-HDJb,rmi3b8Cj-Y0ku,tD9W6tFO-Aw1X,0hM1SHZE-HDJb,33,38000,Hipotecada,0,rmi3b8Cj-Y0ku,Educativo,C,2500,13.22,0,0.07,tD9W6tFO-Aw1X,0,6
AeHS9pdM-9ctm,mRgMwukD-kMkX,IuPtHWRi-gEOd,AeHS9pdM-9ctm,28,75000,Alugada,5,mRgMwukD-kMkX,Pessoal,A,11000,7.51,0,0.15,IuPtHWRi-gEOd,0,9
3FzYh0pJ-PUOv,fxbC0N59-hOPS,zEcbT07b-NwOC,3FzYh0pJ-PUOv,21,55600,Alugada,2,fxbC0N59-hOPS,Pessoal,A,6000,NULL,0,0.11,zEcbT07b-NwOC,0,3
hfW4iwhI-z2eW,3ctz3Cpt-srGD,I8iuEFek-OMiv,hfW4iwhI-z2eW,26,30000,Própria,3,3ctz3Cpt-srGD,Pessoal,B,12000,11.36,0,0.4,I8iuEFek-OMiv,0,3
